
2024-10-04T17:32:11.539Z, 00:00:12, Temperature: 81.62°F, Cat state: Sleepy Time
2024-10-04T17:33:57.534Z, 00:01:58, Temperature: 80.27°F, Cat state: Sleepy Time
2024-10-04T17:33:59.534Z, 00:02:00, Temperature: 80.55°F, Cat state: Sleepy Time
2024-10-04T17:34:01.534Z, 00:02:02, Temperature: 80.55°F, Cat state: Sleepy Time
2024-10-04T17:34:03.534Z, 00:02:04, Temperature: 78.39°F, Cat state: Sleepy Time
2024-10-04T17:34:05.534Z, 00:02:06, Temperature: 78.57°F, Cat state: Sleepy Time
2024-10-04T17:34:07.534Z, 00:02:08, Temperature: 78.99°F, Cat state: Sleepy Time
2024-10-04T17:34:09.534Z, 00:02:10, Temperature: 80.69°F, Cat state: Sleepy Time
2024-10-04T17:34:11.534Z, 00:02:12, Temperature: 80.64°F, Cat state: Sleepy Time
2024-10-04T17:34:13.534Z, 00:02:14, Temperature: 80.83°F, Cat state: Sleepy Time
2024-10-04T17:34:15.534Z, 00:02:16, Temperature: 80.60°F, Cat state: Sleepy Time
2024-10-04T17:34:17.534Z, 00:02:18, Temperature: 77.57°F, Cat state: Sleepy Time
2024-10-04T17:34:19.534Z, 00:02:20, Temperature: 80.32°F, Cat state: Sleepy Time
2024-10-04T17:34:21.533Z, 00:02:22, Temperature: 80.46°F, Cat state: Sleepy Time
2024-10-04T17:34:23.534Z, 00:02:24, Temperature: 80.37°F, Cat state: Sleepy Time
2024-10-04T17:34:25.534Z, 00:02:26, Temperature: 79.91°F, Cat state: Sleepy Time
2024-10-04T17:34:27.533Z, 00:02:28, Temperature: 78.25°F, Cat state: Sleepy Time
2024-10-04T17:34:29.534Z, 00:02:30, Temperature: 77.61°F, Cat state: Sleepy Time
2024-10-04T17:34:31.533Z, 00:02:32, Temperature: 80.51°F, Cat state: Sleepy Time
2024-10-04T17:34:33.534Z, 00:02:34, Temperature: 80.74°F, Cat state: Sleepy Time
2024-10-04T17:34:35.534Z, 00:02:36, Temperature: 79.91°F, Cat state: Sleepy Time
2024-10-04T17:34:37.533Z, 00:02:38, Temperature: 79.81°F, Cat state: Sleepy Time
2024-10-04T17:34:39.534Z, 00:02:40, Temperature: 80.46°F, Cat state: Sleepy Time
2024-10-04T17:34:41.533Z, 00:02:42, Temperature: 80.27°F, Cat state: Sleepy Time
2024-10-04T17:34:43.534Z, 00:02:44, Temperature: 79.81°F, Cat state: Sleepy Time
2024-10-04T17:34:45.534Z, 00:02:46, Temperature: 80.64°F, Cat state: Sleepy Time
2024-10-04T17:34:47.534Z, 00:02:48, Temperature: 79.86°F, Cat state: Sleepy Time
2024-10-04T17:34:49.534Z, 00:02:50, Temperature: 80.51°F, Cat state: Sleepy Time
2024-10-04T17:34:51.533Z, 00:02:52, Temperature: 79.95°F, Cat state: Sleepy Time
2024-10-04T17:34:53.534Z, 00:02:54, Temperature: 79.45°F, Cat state: Sleepy Time
2024-10-04T17:34:55.534Z, 00:02:56, Temperature: 78.12°F, Cat state: Sleepy Time
2024-10-04T17:34:57.533Z, 00:02:58, Temperature: 77.66°F, Cat state: Sleepy Time
2024-10-04T17:34:59.534Z, 00:03:00, Temperature: 77.89°F, Cat state: Sleepy Time
2024-10-04T17:35:01.533Z, 00:03:02, Temperature: 78.44°F, Cat state: Sleepy Time
2024-10-04T17:35:03.534Z, 00:03:04, Temperature: 79.35°F, Cat state: Sleepy Time
2024-10-04T17:35:05.534Z, 00:03:06, Temperature: 78.35°F, Cat state: Sleepy Time
2024-10-04T17:35:07.533Z, 00:03:08, Temperature: 77.57°F, Cat state: Sleepy Time
2024-10-04T17:35:09.534Z, 00:03:10, Temperature: 78.21°F, Cat state: Sleepy Time
2024-10-04T17:35:11.533Z, 00:03:12, Temperature: 80.09°F, Cat state: Sleepy Time
2024-10-04T17:35:13.534Z, 00:03:14, Temperature: 80.23°F, Cat state: Sleepy Time
2024-10-04T17:35:15.534Z, 00:03:16, Temperature: 80.69°F, Cat state: Sleepy Time
2024-10-04T17:35:17.533Z, 00:03:18, Temperature: 80.51°F, Cat state: Sleepy Time
2024-10-04T17:35:19.534Z, 00:03:20, Temperature: 80.04°F, Cat state: Sleepy Time
2024-10-04T17:35:21.533Z, 00:03:22, Temperature: 79.68°F, Cat state: Sleepy Time
2024-10-04T17:35:23.533Z, 00:03:24, Temperature: 80.00°F, Cat state: Sleepy Time
2024-10-04T17:35:25.534Z, 00:03:26, Temperature: 77.98°F, Cat state: Sleepy Time
2024-10-04T17:35:27.533Z, 00:03:28, Temperature: 75.53°F, Cat state: Sleepy Time
2024-10-04T17:35:29.534Z, 00:03:30, Temperature: 78.25°F, Cat state: Sleepy Time
2024-10-04T17:35:31.533Z, 00:03:32, Temperature: 80.00°F, Cat state: Sleepy Time
2024-10-04T17:35:33.534Z, 00:03:34, Temperature: 78.44°F, Cat state: Sleepy Time
2024-10-04T17:35:35.533Z, 00:03:36, Temperature: 79.91°F, Cat state: Sleepy Time
2024-10-04T17:35:37.533Z, 00:03:38, Temperature: 80.04°F, Cat state: Sleepy Time
2024-10-04T17:35:39.534Z, 00:03:40, Temperature: 80.00°F, Cat state: Sleepy Time
2024-10-04T17:35:41.533Z, 00:03:42, Temperature: 79.86°F, Cat state: Sleepy Time
2024-10-04T17:35:43.534Z, 00:03:44, Temperature: 77.16°F, Cat state: Sleepy Time
2024-10-04T17:35:45.534Z, 00:03:46, Temperature: 79.91°F, Cat state: Sleepy Time
2024-10-04T17:35:47.533Z, 00:03:48, Temperature: 80.46°F, Cat state: Sleepy Time
2024-10-04T17:35:49.533Z, 00:03:50, Temperature: 79.58°F, Cat state: Sleepy Time
2024-10-04T17:35:51.533Z, 00:03:52, Temperature: 78.53°F, Cat state: Sleepy Time
2024-10-04T17:35:53.533Z, 00:03:54, Temperature: 79.72°F, Cat state: Sleepy Time
2024-10-04T17:35:55.533Z, 00:03:56, Temperature: 77.52°F, Cat state: Sleepy Time
2024-10-04T17:35:57.533Z, 00:03:58, Temperature: 79.63°F, Cat state: Sleepy Time
2024-10-04T17:35:59.533Z, 00:04:00, Temperature: 79.58°F, Cat state: Sleepy Time
2024-10-04T17:36:01.533Z, 00:04:02, Temperature: 77.71°F, Cat state: Sleepy Time
2024-10-04T17:36:03.533Z, 00:04:04, Temperature: 77.75°F, Cat state: Sleepy Time
2024-10-04T17:36:05.533Z, 00:04:06, Temperature: 76.57°F, Cat state: Sleepy Time
2024-10-04T17:36:07.533Z, 00:04:08, Temperature: 79.35°F, Cat state: Sleepy Time
2024-10-04T17:36:09.533Z, 00:04:10, Temperature: 79.91°F, Cat state: Sleepy Time
2024-10-04T17:36:11.533Z, 00:04:12, Temperature: 76.70°F, Cat state: Sleepy Time
2024-10-04T17:36:13.533Z, 00:04:14, Temperature: 80.14°F, Cat state: Sleepy Time
2024-10-04T17:36:15.533Z, 00:04:16, Temperature: 77.98°F, Cat state: Sleepy Time
2024-10-04T17:36:17.533Z, 00:04:18, Temperature: 79.35°F, Cat state: Sleepy Time
2024-10-04T17:36:19.533Z, 00:04:20, Temperature: 79.49°F, Cat state: Sleepy Time
2024-10-04T17:36:21.533Z, 00:04:22, Temperature: 77.30°F, Cat state: Sleepy Time
2024-10-04T17:36:23.533Z, 00:04:24, Temperature: 76.11°F, Cat state: Sleepy Time
2024-10-04T17:36:25.533Z, 00:04:26, Temperature: 79.17°F, Cat state: Sleepy Time
2024-10-04T17:36:27.533Z, 00:04:28, Temperature: 79.63°F, Cat state: Sleepy Time
2024-10-04T17:36:29.534Z, 00:04:30, Temperature: 79.77°F, Cat state: Sleepy Time
2024-10-04T17:36:31.532Z, 00:04:32, Temperature: 79.17°F, Cat state: Sleepy Time
2024-10-04T17:36:33.533Z, 00:04:34, Temperature: 77.48°F, Cat state: Sleepy Time
2024-10-04T17:36:35.533Z, 00:04:36, Temperature: 79.72°F, Cat state: Sleepy Time
2024-10-04T17:36:37.533Z, 00:04:38, Temperature: 79.17°F, Cat state: Sleepy Time
2024-10-04T17:36:39.533Z, 00:04:40, Temperature: 79.58°F, Cat state: Sleepy Time
2024-10-04T17:36:41.532Z, 00:04:42, Temperature: 79.86°F, Cat state: Sleepy Time
2024-10-04T17:36:43.533Z, 00:04:44, Temperature: 77.20°F, Cat state: Sleepy Time
2024-10-04T17:36:45.533Z, 00:04:46, Temperature: 79.08°F, Cat state: Sleepy Time
2024-10-04T17:36:47.533Z, 00:04:48, Temperature: 79.63°F, Cat state: Sleepy Time
2024-10-04T17:36:49.533Z, 00:04:50, Temperature: 79.49°F, Cat state: Sleepy Time
2024-10-04T17:36:51.532Z, 00:04:52, Temperature: 78.62°F, Cat state: Sleepy Time
2024-10-04T17:36:53.533Z, 00:04:54, Temperature: 76.61°F, Cat state: Sleepy Time
2024-10-04T17:36:55.533Z, 00:04:56, Temperature: 77.11°F, Cat state: Sleepy Time
2024-10-04T17:36:57.532Z, 00:04:58, Temperature: 79.45°F, Cat state: Sleepy Time
2024-10-04T17:36:59.533Z, 00:05:00, Temperature: 79.54°F, Cat state: Sleepy Time
2024-10-04T17:37:01.532Z, 00:05:02, Temperature: 76.89°F, Cat state: Sleepy Time
2024-10-04T17:37:03.533Z, 00:05:04, Temperature: 77.34°F, Cat state: Sleepy Time
2024-10-04T17:37:05.533Z, 00:05:06, Temperature: 79.77°F, Cat state: Sleepy Time
2024-10-04T17:37:07.533Z, 00:05:08, Temperature: 78.76°F, Cat state: Sleepy Time
2024-10-04T17:37:09.533Z, 00:05:10, Temperature: 79.35°F, Cat state: Sleepy Time
2024-10-04T17:37:11.532Z, 00:05:12, Temperature: 76.20°F, Cat state: Sleepy Time
2024-10-04T17:37:13.533Z, 00:05:14, Temperature: 79.08°F, Cat state: Sleepy Time
2024-10-04T17:37:15.533Z, 00:05:16, Temperature: 78.67°F, Cat state: Sleepy Time
2024-10-04T17:37:17.532Z, 00:05:18, Temperature: 79.22°F, Cat state: Sleepy Time
2024-10-04T17:37:19.533Z, 00:05:20, Temperature: 79.45°F, Cat state: Sleepy Time
2024-10-04T17:37:21.532Z, 00:05:22, Temperature: 78.48°F, Cat state: Sleepy Time
2024-10-04T17:37:23.533Z, 00:05:24, Temperature: 76.11°F, Cat state: Sleepy Time
2024-10-04T17:37:25.533Z, 00:05:26, Temperature: 79.17°F, Cat state: Sleepy Time
2024-10-04T17:37:27.532Z, 00:05:28, Temperature: 79.03°F, Cat state: Sleepy Time
2024-10-04T17:37:29.533Z, 00:05:30, Temperature: 79.12°F, Cat state: Sleepy Time
2024-10-04T17:37:31.532Z, 00:05:32, Temperature: 78.90°F, Cat state: Sleepy Time
2024-10-04T17:37:33.533Z, 00:05:34, Temperature: 79.31°F, Cat state: Sleepy Time
2024-10-04T17:37:35.533Z, 00:05:36, Temperature: 79.54°F, Cat state: Sleepy Time
2024-10-04T17:37:37.532Z, 00:05:38, Temperature: 79.08°F, Cat state: Sleepy Time
2024-10-04T17:37:39.533Z, 00:05:40, Temperature: 78.67°F, Cat state: Sleepy Time
2024-10-04T17:37:41.532Z, 00:05:42, Temperature: 79.45°F, Cat state: Sleepy Time
2024-10-04T17:37:43.532Z, 00:05:44, Temperature: 78.76°F, Cat state: Sleepy Time
2024-10-04T17:37:45.532Z, 00:05:46, Temperature: 78.53°F, Cat state: Sleepy Time
2024-10-04T17:37:47.532Z, 00:05:48, Temperature: 79.31°F, Cat state: Sleepy Time
2024-10-04T17:37:49.534Z, 00:05:50, Temperature: 77.07°F, Cat state: Sleepy Time
2024-10-04T17:37:51.532Z, 00:05:52, Temperature: 76.80°F, Cat state: Sleepy Time
2024-10-04T17:37:53.533Z, 00:05:54, Temperature: 76.61°F, Cat state: Sleepy Time
2024-10-04T17:37:55.533Z, 00:05:56, Temperature: 78.85°F, Cat state: Sleepy Time
2024-10-04T17:37:57.532Z, 00:05:58, Temperature: 79.40°F, Cat state: Sleepy Time
2024-10-04T17:37:59.532Z, 00:06:00, Temperature: 79.49°F, Cat state: Sleepy Time
2024-10-04T17:38:01.532Z, 00:06:02, Temperature: 78.85°F, Cat state: Sleepy Time
2024-10-04T17:38:03.532Z, 00:06:04, Temperature: 79.63°F, Cat state: Sleepy Time
2024-10-04T17:38:05.532Z, 00:06:06, Temperature: 78.76°F, Cat state: Sleepy Time
2024-10-04T17:38:07.532Z, 00:06:08, Temperature: 79.45°F, Cat state: Sleepy Time
2024-10-04T17:38:09.533Z, 00:06:10, Temperature: 79.68°F, Cat state: Sleepy Time
2024-10-04T17:38:11.532Z, 00:06:12, Temperature: 79.54°F, Cat state: Sleepy Time
2024-10-04T17:38:13.532Z, 00:06:14, Temperature: 77.57°F, Cat state: Sleepy Time
2024-10-04T17:38:15.532Z, 00:06:16, Temperature: 79.68°F, Cat state: Sleepy Time
2024-10-04T17:38:17.533Z, 00:06:18, Temperature: 79.45°F, Cat state: Sleepy Time
2024-10-04T17:38:19.532Z, 00:06:20, Temperature: 77.84°F, Cat state: Sleepy Time
2024-10-04T17:38:21.532Z, 00:06:22, Temperature: 77.25°F, Cat state: Sleepy Time
2024-10-04T17:38:23.533Z, 00:06:24, Temperature: 78.67°F, Cat state: Sleepy Time
2024-10-04T17:38:25.533Z, 00:06:26, Temperature: 80.00°F, Cat state: Sleepy Time
2024-10-04T17:38:27.532Z, 00:06:28, Temperature: 80.23°F, Cat state: Sleepy Time
2024-10-04T17:38:29.532Z, 00:06:30, Temperature: 78.03°F, Cat state: Sleepy Time
2024-10-04T17:38:31.532Z, 00:06:32, Temperature: 80.04°F, Cat state: Sleepy Time
2024-10-04T17:38:33.532Z, 00:06:34, Temperature: 79.72°F, Cat state: Sleepy Time
2024-10-04T17:38:35.532Z, 00:06:36, Temperature: 80.41°F, Cat state: Sleepy Time
2024-10-04T17:38:37.532Z, 00:06:38, Temperature: 80.41°F, Cat state: Sleepy Time
2024-10-04T17:38:39.532Z, 00:06:40, Temperature: 79.12°F, Cat state: Sleepy Time
2024-10-04T17:38:41.532Z, 00:06:42, Temperature: 78.35°F, Cat state: Sleepy Time
2024-10-04T17:38:43.532Z, 00:06:44, Temperature: 79.95°F, Cat state: Sleepy Time
2024-10-04T17:38:45.532Z, 00:06:46, Temperature: 80.51°F, Cat state: Sleepy Time
2024-10-04T17:38:47.532Z, 00:06:48, Temperature: 78.21°F, Cat state: Sleepy Time
2024-10-04T17:38:49.532Z, 00:06:50, Temperature: 80.00°F, Cat state: Sleepy Time
2024-10-04T17:38:51.532Z, 00:06:52, Temperature: 80.41°F, Cat state: Sleepy Time
2024-10-04T17:38:53.532Z, 00:06:54, Temperature: 79.81°F, Cat state: Sleepy Time
2024-10-04T17:38:55.532Z, 00:06:56, Temperature: 80.27°F, Cat state: Sleepy Time
2024-10-04T17:38:57.533Z, 00:06:58, Temperature: 78.21°F, Cat state: Sleepy Time
2024-10-04T17:38:59.532Z, 00:07:00, Temperature: 78.25°F, Cat state: Sleepy Time
2024-10-04T17:39:01.532Z, 00:07:02, Temperature: 80.51°F, Cat state: Sleepy Time
2024-10-04T17:39:03.532Z, 00:07:04, Temperature: 79.86°F, Cat state: Sleepy Time
2024-10-04T17:39:05.532Z, 00:07:06, Temperature: 79.03°F, Cat state: Sleepy Time
2024-10-04T17:39:07.532Z, 00:07:08, Temperature: 78.57°F, Cat state: Sleepy Time
2024-10-04T17:39:09.532Z, 00:07:10, Temperature: 78.30°F, Cat state: Sleepy Time
2024-10-04T17:39:11.532Z, 00:07:12, Temperature: 80.83°F, Cat state: Sleepy Time
2024-10-04T17:39:13.532Z, 00:07:14, Temperature: 80.64°F, Cat state: Sleepy Time
2024-10-04T17:39:15.532Z, 00:07:16, Temperature: 78.57°F, Cat state: Sleepy Time
2024-10-04T17:39:17.532Z, 00:07:18, Temperature: 80.83°F, Cat state: Sleepy Time
2024-10-04T17:39:19.532Z, 00:07:20, Temperature: 80.69°F, Cat state: Sleepy Time
2024-10-04T17:39:21.532Z, 00:07:22, Temperature: 80.46°F, Cat state: Sleepy Time
2024-10-04T17:39:23.532Z, 00:07:24, Temperature: 80.32°F, Cat state: Sleepy Time
2024-10-04T17:39:25.532Z, 00:07:26, Temperature: 80.83°F, Cat state: Sleepy Time
2024-10-04T17:39:27.532Z, 00:07:28, Temperature: 77.84°F, Cat state: Sleepy Time
2024-10-04T17:39:29.532Z, 00:07:30, Temperature: 81.11°F, Cat state: Sleepy Time
2024-10-04T17:39:31.532Z, 00:07:32, Temperature: 80.14°F, Cat state: Sleepy Time
2024-10-04T17:39:33.532Z, 00:07:34, Temperature: 78.80°F, Cat state: Sleepy Time
2024-10-04T17:39:35.532Z, 00:07:36, Temperature: 81.25°F, Cat state: Sleepy Time
2024-10-04T17:39:37.532Z, 00:07:38, Temperature: 81.43°F, Cat state: Sleepy Time
2024-10-04T17:39:39.532Z, 00:07:40, Temperature: 80.23°F, Cat state: Sleepy Time
2024-10-04T17:39:41.532Z, 00:07:42, Temperature: 81.01°F, Cat state: Sleepy Time
2024-10-04T17:39:43.532Z, 00:07:44, Temperature: 78.62°F, Cat state: Sleepy Time
2024-10-04T17:39:45.532Z, 00:07:46, Temperature: 80.92°F, Cat state: Sleepy Time
2024-10-04T17:39:47.531Z, 00:07:48, Temperature: 81.29°F, Cat state: Sleepy Time
2024-10-04T17:39:49.532Z, 00:07:50, Temperature: 81.66°F, Cat state: Sleepy Time
2024-10-04T17:39:51.531Z, 00:07:52, Temperature: 80.41°F, Cat state: Sleepy Time
2024-10-04T17:39:53.532Z, 00:07:54, Temperature: 79.03°F, Cat state: Sleepy Time
2024-10-04T17:39:55.532Z, 00:07:56, Temperature: 78.30°F, Cat state: Sleepy Time
2024-10-04T17:39:57.531Z, 00:07:58, Temperature: 80.87°F, Cat state: Sleepy Time
2024-10-04T17:39:59.532Z, 00:08:00, Temperature: 80.92°F, Cat state: Sleepy Time
2024-10-04T17:40:01.531Z, 00:08:02, Temperature: 78.39°F, Cat state: Sleepy Time
2024-10-04T17:40:03.532Z, 00:08:04, Temperature: 80.64°F, Cat state: Sleepy Time
2024-10-04T17:40:05.532Z, 00:08:06, Temperature: 80.46°F, Cat state: Sleepy Time
2024-10-04T17:40:07.531Z, 00:08:08, Temperature: 80.74°F, Cat state: Sleepy Time
2024-10-04T17:40:09.532Z, 00:08:10, Temperature: 80.51°F, Cat state: Sleepy Time
2024-10-04T17:40:11.531Z, 00:08:12, Temperature: 80.00°F, Cat state: Sleepy Time
2024-10-04T17:40:13.532Z, 00:08:14, Temperature: 78.12°F, Cat state: Sleepy Time
2024-10-04T17:40:15.532Z, 00:08:16, Temperature: 80.83°F, Cat state: Sleepy Time
2024-10-04T17:40:17.531Z, 00:08:18, Temperature: 80.37°F, Cat state: Sleepy Time
2024-10-04T17:40:19.532Z, 00:08:20, Temperature: 77.84°F, Cat state: Sleepy Time
2024-10-04T17:40:21.531Z, 00:08:22, Temperature: 80.64°F, Cat state: Sleepy Time
2024-10-04T17:40:23.532Z, 00:08:24, Temperature: 80.14°F, Cat state: Sleepy Time
2024-10-04T17:40:25.532Z, 00:08:26, Temperature: 80.18°F, Cat state: Sleepy Time
2024-10-04T17:40:27.531Z, 00:08:28, Temperature: 80.41°F, Cat state: Sleepy Time
2024-10-04T17:40:29.532Z, 00:08:30, Temperature: 78.25°F, Cat state: Sleepy Time
2024-10-04T17:40:31.531Z, 00:08:32, Temperature: 77.71°F, Cat state: Sleepy Time
2024-10-04T17:40:33.532Z, 00:08:34, Temperature: 80.87°F, Cat state: Sleepy Time
2024-10-04T17:40:35.532Z, 00:08:36, Temperature: 80.04°F, Cat state: Sleepy Time
2024-10-04T17:40:37.531Z, 00:08:38, Temperature: 78.62°F, Cat state: Sleepy Time
2024-10-04T17:40:39.532Z, 00:08:40, Temperature: 77.93°F, Cat state: Sleepy Time
2024-10-04T17:40:41.531Z, 00:08:42, Temperature: 79.68°F, Cat state: Sleepy Time
2024-10-04T17:40:43.532Z, 00:08:44, Temperature: 79.81°F, Cat state: Sleepy Time
2024-10-04T17:40:45.531Z, 00:08:46, Temperature: 79.91°F, Cat state: Sleepy Time
2024-10-04T17:40:47.531Z, 00:08:48, Temperature: 77.93°F, Cat state: Sleepy Time
2024-10-04T17:40:49.531Z, 00:08:50, Temperature: 77.75°F, Cat state: Sleepy Time
2024-10-04T17:40:51.531Z, 00:08:52, Temperature: 80.04°F, Cat state: Sleepy Time
2024-10-04T17:40:53.532Z, 00:08:54, Temperature: 80.00°F, Cat state: Sleepy Time
2024-10-04T17:40:55.531Z, 00:08:56, Temperature: 77.98°F, Cat state: Sleepy Time
2024-10-04T17:40:57.531Z, 00:08:58, Temperature: 77.02°F, Cat state: Sleepy Time
2024-10-04T17:40:59.532Z, 00:09:00, Temperature: 79.22°F, Cat state: Sleepy Time
2024-10-04T17:41:01.531Z, 00:09:02, Temperature: 80.00°F, Cat state: Sleepy Time
2024-10-04T17:41:03.531Z, 00:09:04, Temperature: 79.77°F, Cat state: Sleepy Time
2024-10-04T17:41:05.531Z, 00:09:06, Temperature: 77.34°F, Cat state: Sleepy Time
2024-10-04T17:41:07.531Z, 00:09:08, Temperature: 79.81°F, Cat state: Sleepy Time
2024-10-04T17:41:09.531Z, 00:09:10, Temperature: 79.49°F, Cat state: Sleepy Time
2024-10-04T17:41:11.531Z, 00:09:12, Temperature: 80.04°F, Cat state: Sleepy Time
2024-10-04T17:41:13.531Z, 00:09:14, Temperature: 77.75°F, Cat state: Sleepy Time
